text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
"70,000 followers in Instagram right now. They keep on commenting on my photos at the Jenica",neutral,anger,neutral,neutral,moderate,neutral,0.24082923,0.4362845,0.49218827,91,False,True,False,False,Low
Please join Asia's Next Top Model for me. I'm gonna do everything to go all the way to the top,happiness,happiness,optimism,neutral,intense,neutral,0.40634826,0.249138,0.34155375,94,True,False,False,False,Very Low
"Name is Clara. I'm 21 years old. I'm from Indonesia. I don't have brain. I mean, I'm not smart",neutral,anger,neutral,neutral,neutral,moderate,0.3399927,0.2533369,0.3906457,94,False,True,False,False,Very Low
"When I go to primary school, I get bullied",neutral,anger,neutral,annoyance,moderate,moderate,0.5105577,0.18533209,0.446416,42,False,False,True,False,Low
I want to prove my primary school who bullied me the ugly ducking now become a pretty pretty face,neutral,anger,neutral,annoyance,intense,moderate,0.39700982,0.115100294,0.46943304,97,False,False,False,False,Very Low
I'm Cara G McElroy and I am your model mentor for this season of Asia's Next Top Model,happiness,happiness,pride,neutral,moderate,mild,0.56436473,0.18879563,0.40357772,86,True,False,False,False,Low
I've worked for many global ad campaigns and worked alongside,neutral,neutral,neutral,neutral,moderate,neutral,0.3521458,0.4380526,0.5050189,61,True,True,False,False,Medium
Supermodels like Cindy Crawford and Naomi Campbell,neutral,neutral,neutral,neutral,moderate,neutral,0.4391459,0.57285583,0.622041,50,True,True,False,False,High
Wow Cara is so beautiful. She's tall and she's so poised,surprise,happiness,admiration,admiration,intense,mild,0.5868529,0.1565114,0.40378168,56,False,True,False,False,Low
Without first bringing out your amazing host,happiness,happiness,admiration,optimism,mild,mild,0.5553092,0.122615255,0.42490798,44,True,False,True,False,Low
the gorgeous,neutral,happiness,neutral,admiration,moderate,mild,0.68868494,0.20107694,0.53785795,12,False,False,False,False,High
your superstar,neutral,happiness,neutral,admiration,moderate,mild,0.64611906,0.16080706,0.52476096,14,False,False,False,False,Medium
confidant the ever so graceful,neutral,happiness,neutral,optimism,moderate,mild,0.6051655,0.15551896,0.44101778,30,False,False,False,False,Low
"It's Cindy she just walked across I was like, whoa",neutral,surprise,neutral,neutral,intense,mild,0.33276296,0.41938055,0.5236069,50,False,True,False,False,Medium
"She is gorgeous. I'm like, yeah, she's from Thailand. She's happy. Hi",neutral,happiness,neutral,gratitude,moderate,mild,0.7212648,0.1576669,0.4271924,69,False,False,False,False,Medium
So good to be back and I'm so excited to get to know each and every one of you beautiful ladies this season,neutral,happiness,neutral,joy,intense,mild,0.741702,0.11112046,0.47920465,107,False,False,False,False,Medium
It's all about celebrating,neutral,neutral,neutral,neutral,moderate,neutral,0.5268275,0.63639367,0.6792617,26,True,True,False,False,High
Individuality and bringing out the best of the uniqueness that we see in all of you. We're not just looking for a pretty face,neutral,happiness,neutral,optimism,moderate,mild,0.37033233,0.18579109,0.44210863,125,False,False,False,False,Very Low
We are looking for a supermodel a rising star someone who can set herself apart from the rest and stand out from the crowd,neutral,happiness,neutral,neutral,moderate,mild,0.44676742,0.22305705,0.37657204,122,False,True,False,False,Very Low
"99% I want to be the Asian list of model, but 100% I want to win",neutral,happiness,neutral,optimism,intense,mild,0.5088522,0.26666582,0.3821001,64,False,False,False,False,Low
14 beautiful women from all across Asia,neutral,happiness,neutral,admiration,neutral,mild,0.7115422,0.18215013,0.5323858,39,False,False,False,False,High
"So on that note ladies, welcome to Asia's next top model",happiness,neutral,excitement,neutral,moderate,neutral,0.38882545,0.4794506,0.5529985,56,False,False,False,False,High
"So Pia walks out with six male models, which are like half naked",neutral,disgust,neutral,neutral,mild,neutral,0.24428627,0.51530796,0.5189837,64,False,True,False,False,Medium
beautiful abs and I'm thinking,neutral,happiness,neutral,optimism,mild,mild,0.6407958,0.16657422,0.5273716,30,False,False,True,False,Medium
Damn,neutral,anger,neutral,neutral,mild,neutral,0.279764,0.3887417,0.4313134,4,False,True,False,False,Low
So ladies meet your first special guest of the competition,neutral,neutral,neutral,neutral,moderate,neutral,0.5069018,0.57461023,0.65432465,58,True,True,False,False,High
Can't believe that Pia Wurtzbach is actually here,neutral,disgust,neutral,neutral,moderate,mild,0.3770609,0.24949124,0.408366,49,False,True,False,False,Very Low
They will be your co-stars for your first,neutral,happiness,neutral,neutral,neutral,neutral,0.3408098,0.40916094,0.4984758,41,False,True,True,False,Medium
Gorilla lingerie catwalk challenge and that's happening right now,neutral,anger,neutral,neutral,moderate,moderate,0.3219236,0.1805024,0.4205418,65,False,True,True,False,Very Low
That's right girls you will be dressed in sexy lingerie as we set up a gorilla catwalk on this very bridge,neutral,anger,neutral,annoyance,moderate,moderate,0.38213664,0.10473519,0.44146958,106,False,False,True,False,Very Low
Usually I did better in runways and catwalk than Valerie,neutral,happiness,neutral,optimism,mild,mild,0.5684482,0.1735895,0.4439549,56,False,False,True,False,Low
So I'm confident in this challenge that I will win over her,neutral,happiness,neutral,optimism,moderate,mild,0.51392925,0.26137984,0.3781304,59,False,False,False,False,Low
Everyone looks really good in lingerie,neutral,happiness,neutral,optimism,mild,mild,0.7163561,0.12991592,0.49143794,38,False,False,True,False,Medium
So intimidating,neutral,fear,neutral,annoyance,moderate,moderate,0.43549436,0.13474846,0.4499614,15,False,False,True,False,Very Low
"Hello girls, are you excited for your first challenge?",neutral,happiness,neutral,curiosity,mild,mild,0.7286006,0.2226731,0.60588306,54,False,False,True,False,High
When you walk out you have to choose one of the male models to be your co-star as you make your way down the runway,neutral,happiness,neutral,neutral,mild,neutral,0.3834017,0.34318498,0.36162183,115,False,True,False,False,Low
"Then when you hit the end of the runway, you'll get another surprise",surprise,happiness,surprise,neutral,moderate,mild,0.49953476,0.23637563,0.5024256,68,False,False,False,False,Medium
So make sure you put your best foot forward because this is the first time,neutral,happiness,neutral,neutral,moderate,neutral,0.38466746,0.2723751,0.3700755,74,False,True,False,False,Very Low
"All right, I am scared I've never actually been on the runway so it's very nerve-wracking for me",fear,fear,nervousness,annoyance,intense,moderate,0.547308,0.0982159,0.4364099,96,True,False,False,False,Low
If you feel a confident from the inside that's when you show it from the outside and that's what I want to do,neutral,happiness,neutral,optimism,moderate,mild,0.4648896,0.22017103,0.44625592,109,False,False,False,False,Low
"Not bad, got a little bit of sass and attitude there our sweet Maureen",neutral,anger,neutral,disapproval,mild,moderate,0.349669,0.15615389,0.4229903,70,False,False,False,False,Very Low
Pleasantly surprised Valerie,surprise,happiness,surprise,curiosity,mild,mild,0.49274504,0.13559815,0.5442993,28,False,False,True,False,Low
Really want to make an impression that me and Valerie we're different in our own ways,neutral,happiness,neutral,optimism,moderate,mild,0.35491848,0.22906211,0.37678638,85,False,False,False,False,Very Low
This is her twin right Veronica,neutral,neutral,neutral,neutral,mild,neutral,0.38592273,0.6847215,0.6182817,31,True,True,False,False,High
I like her walk a lot,neutral,happiness,neutral,approval,mild,mild,0.6668545,0.11200104,0.44269183,21,False,False,True,False,Medium
And her knees gorgeous,neutral,happiness,neutral,admiration,mild,moderate,0.4037812,0.11301096,0.38753876,22,False,False,False,False,Very Low
"My plan was to be myself, be really laid-back and show who I am.",neutral,fear,neutral,neutral,mild,neutral,0.31855258,0.25501442,0.35719678,64,False,True,False,False,Very Low
"Oh shit, what should I do, what should I do?",neutral,anger,neutral,annoyance,intense,moderate,0.39580017,0.16262132,0.4967704,44,False,False,False,False,Low
I just feel like I need to update this.,neutral,fear,neutral,neutral,mild,neutral,0.2482854,0.2789247,0.43101057,39,False,True,False,False,Very Low
"When I look around all of the girls, the girl who has the best body is me.",neutral,happiness,neutral,optimism,moderate,mild,0.6131408,0.1626617,0.4300672,74,False,False,False,False,Medium
"Oh, she's fierce.",happiness,fear,admiration,surprise,mild,moderate,0.26518548,0.07770605,0.4470897,17,False,False,False,False,Very Low
It's a bit too literal again with the car.,neutral,disgust,neutral,disapproval,mild,moderate,0.4767999,0.2773585,0.34034634,42,False,False,False,False,Low
I'm gonna rock it out like Heidi Klum does on the runway.,neutral,fear,neutral,neutral,moderate,neutral,0.2704474,0.29597363,0.3555817,57,False,True,False,False,Very Low
"All the girls got good walks this year, I'm excited to see that.",neutral,happiness,neutral,gratitude,moderate,mild,0.73409927,0.1235199,0.47811347,64,False,False,False,False,Medium
Sweet.,neutral,happiness,neutral,approval,mild,mild,0.5211764,0.22278368,0.5339119,6,False,False,True,False,Medium
You must be fierce to be fierce.,happiness,fear,admiration,optimism,mild,moderate,0.54404163,0.08948399,0.4853954,32,False,False,False,False,Low
Fierce.,happiness,happiness,admiration,neutral,mild,neutral,0.3872593,0.39205354,0.45668632,7,True,False,False,False,Medium
I love the action part.,neutral,happiness,neutral,gratitude,mild,moderate,0.6130212,0.15125506,0.34089583,23,False,False,False,False,Low
"Oh my god, it's painful as hell.",neutral,fear,neutral,annoyance,intense,moderate,0.37018624,0.08703252,0.43633106,32,False,False,False,False,Very Low
"Since I've done many runways, I feel like I have this down.",neutral,neutral,neutral,neutral,moderate,neutral,0.27842,0.38264623,0.48124155,59,True,True,False,False,Low
Oh shit.,neutral,anger,neutral,annoyance,moderate,moderate,0.46684796,0.13693804,0.42272213,8,False,False,True,False,Very Low
Well that was anywhere.,neutral,neutral,neutral,neutral,mild,neutral,0.6063408,0.836829,0.8241443,23,True,True,False,False,Very High
I was literally not expecting that.,neutral,sadness,neutral,neutral,moderate,moderate,0.27619505,0.25633398,0.33903,35,False,True,True,False,Very Low
"Not sure about her walk though, she's a bit clumpy.",neutral,anger,neutral,annoyance,mild,moderate,0.52106583,0.20884423,0.4544036,51,False,False,False,False,Low
But I like the attitude.,neutral,happiness,neutral,approval,mild,mild,0.6865257,0.14154303,0.4859124,24,False,False,True,False,Medium
"We have Clara. Oh my god, she's gorgeous.",neutral,happiness,neutral,gratitude,moderate,mild,0.65843326,0.15923683,0.39285952,41,False,False,False,False,Medium
I don't really like her walk.,neutral,disgust,neutral,disapproval,mild,moderate,0.4910254,0.27611905,0.34283698,29,False,False,False,False,Low
Beautiful face.,neutral,happiness,neutral,joy,mild,mild,0.7325554,0.12842035,0.48449716,15,False,False,True,False,Medium
Beautiful face.,neutral,happiness,neutral,joy,moderate,mild,0.7325554,0.12842035,0.48449716,15,False,False,False,False,Medium
"Oh, I like that little wink at the end.",neutral,happiness,neutral,approval,mild,mild,0.70755404,0.17130348,0.5605747,39,False,False,True,False,High
I'm not sure about her walk.,neutral,surprise,neutral,neutral,mild,mild,0.3865516,0.28494295,0.3822514,28,False,True,True,False,Low
She just looks like she's walking with her boyfriend down the catwalk.,neutral,anger,neutral,neutral,mild,neutral,0.3297827,0.35562158,0.34434602,70,False,True,False,False,Very Low
I don't have so much time to change the clothes.,neutral,anger,neutral,neutral,mild,neutral,0.40898585,0.27634037,0.3457511,48,False,True,False,False,Very Low
I wear the high heels and run like crazy.,neutral,fear,neutral,annoyance,moderate,moderate,0.37501732,0.11139698,0.4314702,41,False,False,True,False,Very Low
Because my heart has a little bit like sick.,neutral,sadness,neutral,sadness,mild,moderate,0.567745,0.08175248,0.38384637,44,False,False,False,False,Very Low
I cannot breathe when I run.,neutral,anger,neutral,neutral,moderate,moderate,0.322184,0.23901744,0.38916668,28,False,True,True,False,Very Low
Oh my god.,neutral,surprise,neutral,surprise,mild,mild,0.45171297,0.21923935,0.43566632,10,False,False,True,False,Low
I cannot see anything. I don't get enough oxygen.,neutral,anger,neutral,neutral,intense,moderate,0.35047716,0.27332294,0.36734298,49,False,True,False,False,Very Low
It's my time to find my second world.,neutral,neutral,neutral,neutral,moderate,neutral,0.23806843,0.3730228,0.491225,37,True,True,False,False,Low
"If I don't finish this challenge, I will have to go home.",neutral,fear,neutral,neutral,moderate,neutral,0.34492898,0.32523927,0.38423663,57,False,True,False,False,Low
I need to do my challenge.,neutral,happiness,neutral,optimism,moderate,mild,0.3849596,0.24435975,0.33576217,26,False,False,False,False,Very Low
I just try my best.,neutral,happiness,neutral,neutral,moderate,neutral,0.33234993,0.24736269,0.4018415,19,False,True,False,False,Very Low
"Oh, damn girl.",neutral,surprise,neutral,surprise,moderate,mild,0.29345226,0.2043362,0.3324413,14,False,False,False,False,Very Low
She's burning up that catwalk.,neutral,anger,neutral,annoyance,moderate,moderate,0.41488135,0.1894897,0.4553377,30,False,False,True,False,Low
She's got a lot of attitude.,neutral,happiness,neutral,neutral,mild,mild,0.33631635,0.21509777,0.4131336,28,False,True,True,False,Very Low
No way.,neutral,neutral,neutral,neutral,mild,neutral,0.41185722,0.79771316,0.7975034,7,True,True,False,False,High
This competition means a lot to me,neutral,happiness,neutral,optimism,moderate,mild,0.46323603,0.24134934,0.3830479,34,False,False,False,False,Low
because I wanted to do something to get out of my comfort zone,neutral,fear,neutral,optimism,moderate,moderate,0.41114014,0.21461716,0.4703714,62,False,False,True,False,Low
and prove myself and everyone that I can do it.,neutral,happiness,neutral,optimism,moderate,neutral,0.29787508,0.2746726,0.33772233,47,False,False,False,False,Very Low
"Usually, Veronika always do the runway better than me.",neutral,happiness,neutral,optimism,neutral,mild,0.53552806,0.22645444,0.39930996,54,False,False,False,False,Low
"But this time, I will prove to Veronika that I can do better.",neutral,happiness,neutral,optimism,moderate,mild,0.4498688,0.26724568,0.37143692,61,False,False,False,False,Low
"Three years ago, I already tried to be here and I never give up.",neutral,anger,neutral,neutral,intense,moderate,0.37706637,0.18497463,0.45891088,64,False,True,False,False,Very Low
"So, this is just a dream come true.",neutral,happiness,neutral,optimism,intense,mild,0.4908388,0.17266828,0.42402965,35,False,False,False,False,Low
"To win this, I'm just going to focus on myself.",neutral,happiness,neutral,optimism,moderate,moderate,0.41136533,0.2628109,0.3872848,47,False,False,True,False,Low
I'm going to give my best.,neutral,happiness,neutral,optimism,intense,moderate,0.36254087,0.25952438,0.31644654,26,False,False,False,False,Very Low
My strategy for this competition is to be consistent in what I want,neutral,happiness,neutral,optimism,moderate,mild,0.42415848,0.29076433,0.3648876,67,False,False,False,False,Low
I'm not just an ordinary girl.,neutral,disgust,neutral,neutral,moderate,neutral,0.40902275,0.30085513,0.35736072,30,False,True,False,False,Low
I think I have the potential and the body to be a great top model.,happiness,happiness,pride,optimism,moderate,mild,0.66156054,0.1912153,0.42104858,66,True,False,False,False,Medium
"Making it to this competition, it's a huge deal.",neutral,happiness,neutral,neutral,intense,mild,0.593699,0.17698288,0.466732,48,False,True,False,False,Medium
I wish to make it to the finish line and emerge first.,neutral,neutral,neutral,neutral,intense,neutral,0.3225945,0.32441583,0.47754398,54,True,True,False,False,Low
I think I deserve to be in Asia's Next Top Model,happiness,happiness,pride,optimism,moderate,mild,0.5644729,0.26085877,0.42660514,48,True,False,False,False,Medium
because I'm a very hardworking girl.,neutral,happiness,neutral,admiration,moderate,moderate,0.42811295,0.1045831,0.4092177,36,False,False,True,False,Very Low
I'm just going to put everything I have and nail it.,neutral,anger,neutral,neutral,intense,neutral,0.36412257,0.3708268,0.46692765,52,False,True,False,False,Low
and prove to myself that I can make it in the modeling industry.,neutral,happiness,neutral,optimism,intense,mild,0.44521767,0.27014396,0.4142719,64,False,False,False,False,Low
Great job!,neutral,happiness,neutral,approval,mild,mild,0.72187495,0.17540072,0.5510525,10,False,False,True,False,High
I see the judges at the end of the runway.,neutral,neutral,neutral,neutral,moderate,neutral,0.6416956,0.7688058,0.8033158,42,True,True,False,False,Very High
I don't know what's going on in their head.,neutral,surprise,neutral,confusion,moderate,mild,0.5566235,0.45518753,0.47188514,43,False,False,False,False,High
I feel like I own it and I have a chance to win the challenge.,neutral,happiness,neutral,optimism,moderate,mild,0.46122503,0.25750512,0.37156865,62,False,False,False,False,Low
People talk about my heart is sick.,neutral,sadness,neutral,annoyance,moderate,moderate,0.46387058,0.090884864,0.39816737,35,False,False,True,False,Very Low
I come here to win this competition.,neutral,happiness,neutral,optimism,intense,mild,0.49516594,0.2244901,0.3738864,36,False,False,False,False,Low
I think we got a good group of girls this year.,neutral,happiness,neutral,optimism,mild,mild,0.70281786,0.16196086,0.5107056,47,False,False,True,False,Medium
Yes! Yes!,neutral,surprise,neutral,neutral,intense,mild,0.2506969,0.2607335,0.36572763,9,False,True,False,False,Very Low
"I see the pool and I'm like, I am in Bali.",neutral,neutral,neutral,neutral,intense,neutral,0.5909498,0.74395,0.7648968,42,True,True,False,False,Very High
"It's so surreal being in this competition, staying in a house like this.",neutral,anger,neutral,neutral,moderate,moderate,0.32860282,0.1643318,0.43872628,72,False,True,True,False,Very Low
"Goodies! Oh my God, yes. Freestyle.",neutral,happiness,neutral,approval,intense,mild,0.58891314,0.12372412,0.50534725,35,False,False,False,False,Medium
We have all strong personalities.,neutral,happiness,neutral,optimism,neutral,mild,0.57217866,0.17013003,0.431469,33,False,False,False,False,Low
"So guys, this is the rowdy Malaysian.",neutral,neutral,neutral,neutral,mild,neutral,0.31703064,0.5114249,0.49713162,37,True,True,False,False,Medium
I'm the nice one.,neutral,happiness,neutral,neutral,mild,mild,0.4874937,0.26126605,0.41725254,17,False,True,True,False,Low
It's good because we can talk to each other but it's bad at the same time,neutral,anger,neutral,annoyance,moderate,moderate,0.3622959,0.15710303,0.45911452,73,False,False,True,False,Very Low
I knew it!,neutral,surprise,neutral,neutral,moderate,mild,0.4519263,0.31221965,0.40498257,10,False,True,False,False,Low
"If I talk to Veronica and then maybe after five minutes I talk to Valeria,",neutral,neutral,neutral,neutral,mild,neutral,0.6013923,0.78380895,0.8217552,74,True,True,False,False,Very High
I cannot tell the difference.,neutral,anger,neutral,neutral,mild,neutral,0.24594611,0.4782876,0.4490628,29,False,True,False,False,Low
It's just so awkward.,neutral,fear,neutral,neutral,moderate,neutral,0.43274274,0.32334578,0.41909572,21,False,True,False,False,Low
"I mean, sorry, first day.",neutral,sadness,neutral,sadness,mild,moderate,0.7129315,0.08994715,0.2997947,25,False,False,False,False,Low
"Living with the other six girls, I don't know what to feel.",neutral,surprise,neutral,confusion,moderate,mild,0.47731268,0.37277514,0.4509025,59,False,False,False,False,Medium
I just hope that there's less drama.,neutral,fear,neutral,optimism,neutral,moderate,0.55570126,0.20005575,0.5134134,36,False,False,False,False,Medium
"I just hope for the best, I think.",neutral,happiness,neutral,optimism,neutral,mild,0.47386873,0.27455768,0.40453267,34,False,False,False,False,Low
"As you're settling in, I must first explain to you how your scores work.",neutral,happiness,neutral,curiosity,neutral,mild,0.39612547,0.33831647,0.45484826,72,False,False,False,False,Low
"In order to keep you on your toes throughout this competition,",neutral,neutral,neutral,neutral,mild,neutral,0.31415898,0.40303916,0.5388963,62,True,True,False,False,Medium
"As you've all successfully completed your first challenge,",neutral,happiness,neutral,neutral,mild,mild,0.43346384,0.2393192,0.35301164,58,False,True,True,False,Very Low
"Good luck, girls.",neutral,happiness,neutral,approval,neutral,mild,0.7032659,0.19094165,0.5300396,17,False,False,False,False,High
"Good luck, girls.",neutral,happiness,neutral,approval,mild,mild,0.7032659,0.19094165,0.5300396,17,False,False,True,False,High
Yes!,neutral,neutral,neutral,neutral,intense,neutral,0.24493296,0.3290097,0.4034744,4,True,True,False,False,Very Low
Yes!,neutral,neutral,neutral,neutral,mild,neutral,0.24493296,0.3290097,0.4034744,4,True,True,False,False,Very Low
Yes!,neutral,neutral,neutral,neutral,moderate,neutral,0.24493296,0.3290097,0.4034744,4,True,True,False,False,Very Low
It's me!,neutral,surprise,neutral,neutral,intense,mild,0.24050273,0.20629944,0.30799806,8,False,True,False,False,Very Low
I'm so happy.,neutral,happiness,neutral,gratitude,intense,mild,0.6655349,0.17577054,0.39318654,13,False,False,False,False,Medium
Good!,neutral,happiness,neutral,approval,mild,mild,0.68746203,0.18798254,0.5523849,5,False,False,True,False,High
And I got second!,neutral,neutral,neutral,neutral,moderate,neutral,0.22316518,0.3108239,0.41577268,17,True,True,False,False,Very Low
What? Second?,neutral,surprise,neutral,confusion,moderate,mild,0.6048446,0.43164048,0.6367228,13,False,False,False,False,High
"Valerie, what are you doing to me, man?",neutral,surprise,neutral,curiosity,moderate,mild,0.3540835,0.55016524,0.60104597,39,False,False,False,False,High
You're taking my place.,neutral,neutral,neutral,neutral,moderate,neutral,0.56301373,0.7589159,0.80805564,23,True,True,False,False,Very High
It's supposed to be me.,neutral,neutral,neutral,neutral,moderate,neutral,0.3615447,0.6015445,0.62989944,23,True,True,False,False,High
"Oh, my God!",neutral,surprise,neutral,surprise,intense,mild,0.44883597,0.21832089,0.43806055,11,False,False,False,False,Low
I'm in top five.,neutral,happiness,neutral,neutral,intense,neutral,0.4248831,0.2758505,0.36686176,16,False,True,False,False,Low
"And I'm pretty happy that all the Filipino girls are, you know, in the top five.",neutral,happiness,neutral,joy,moderate,mild,0.7284064,0.14346589,0.43056488,80,False,False,False,False,Medium
"So, watch out for the Philippines!",neutral,neutral,neutral,neutral,moderate,neutral,0.3563895,0.4723059,0.5137055,34,True,True,False,False,Medium
Whose name is on there?,neutral,happiness,neutral,curiosity,mild,mild,0.57481277,0.80658484,0.75231725,23,False,False,True,False,Very High
Mine?,neutral,happiness,neutral,curiosity,mild,mild,0.39359248,0.59026897,0.7053604,5,False,False,True,False,High
"Namita, you're not in.",neutral,disgust,neutral,neutral,moderate,neutral,0.44660422,0.37207395,0.44266966,22,False,True,False,False,Medium
"Oh, my God.",neutral,surprise,neutral,surprise,mild,mild,0.4769816,0.20273331,0.45579535,11,False,False,True,False,Low
"F**k me, man.",neutral,anger,neutral,annoyance,intense,moderate,0.48808104,0.13270524,0.4260564,13,False,False,False,False,Very Low
I didn't perform as how I wanted to or like how I would have.,neutral,sadness,neutral,neutral,moderate,moderate,0.29309818,0.2557504,0.34538043,61,False,True,True,False,Very Low
"Okay, bye, girls.",neutral,neutral,neutral,neutral,mild,neutral,0.6499965,0.7840841,0.8092195,17,True,True,False,False,Very High
"Don't say that, no.",neutral,anger,neutral,neutral,neutral,neutral,0.37038946,0.23077194,0.3168118,19,False,True,True,False,Very Low
Cindy Miao! Cindy Miao!,neutral,happiness,neutral,neutral,moderate,mild,0.21480802,0.23819841,0.32967433,23,False,True,False,False,Very Low
Check your old self and step up with confidence.,neutral,happiness,neutral,neutral,moderate,neutral,0.34388712,0.36329386,0.38441193,48,False,True,False,False,Low
Because you just might run into the new you.,neutral,neutral,neutral,neutral,moderate,neutral,0.22355919,0.4932228,0.50037366,44,True,True,False,False,Medium
"Love, Cindy Miao.",neutral,happiness,neutral,approval,mild,mild,0.64768267,0.1755176,0.44796985,17,False,False,True,False,Medium
Is that makeover?,neutral,happiness,neutral,curiosity,mild,mild,0.5925489,0.8055624,0.7471992,17,False,False,True,False,Very High
Who is that?,neutral,happiness,neutral,curiosity,mild,mild,0.5064309,0.7596644,0.76106954,12,False,False,True,False,High
It's either a makeover or a snake.,neutral,disgust,neutral,neutral,mild,mild,0.4184995,0.32530415,0.39699182,34,False,True,True,False,Low
It's something to do with a snake.,neutral,disgust,neutral,neutral,mild,mild,0.45629334,0.31914952,0.39628392,34,False,True,True,False,Low
"We're all speculating, like, what could it be?",neutral,surprise,neutral,curiosity,moderate,mild,0.29620564,0.50749874,0.5660264,46,False,False,False,False,Medium
But as a theme is expect the unexpected.,surprise,happiness,curiosity,curiosity,mild,mild,0.33071792,0.27994242,0.47124225,40,False,True,True,False,Low
"I have no idea, but I'm excited to find out.",neutral,happiness,neutral,optimism,moderate,mild,0.42883953,0.23098955,0.41771933,44,False,False,False,False,Low
"Welcome, ladies, to your first photo challenge.",neutral,neutral,neutral,neutral,moderate,neutral,0.5397576,0.611333,0.6938752,47,True,True,False,False,High
It's all about high fashion and high energy.,neutral,happiness,neutral,neutral,moderate,mild,0.5054392,0.2675218,0.44434854,44,False,True,False,False,Medium
and now we're running again.,neutral,fear,neutral,neutral,neutral,neutral,0.2989404,0.46516886,0.581495,28,False,True,True,False,Medium
"Okay, let's do this.",neutral,neutral,neutral,neutral,moderate,neutral,0.6153672,0.75686085,0.7983545,20,True,True,False,False,Very High
"Congratulations, ladies,",neutral,happiness,neutral,approval,moderate,mild,0.6828651,0.14815693,0.49044177,24,False,False,False,False,Medium
on making it to your first photo challenge.,neutral,neutral,neutral,neutral,moderate,neutral,0.49636063,0.57010454,0.6692326,43,True,True,False,False,High
Success on this competition,neutral,happiness,neutral,neutral,moderate,mild,0.5406418,0.21641247,0.4706908,27,False,True,False,False,Medium
almost guarantees you success in the industry.,neutral,happiness,neutral,optimism,moderate,mild,0.5364366,0.19162485,0.40891188,46,False,False,False,False,Low
So we want you excited.,neutral,happiness,neutral,optimism,moderate,mild,0.6618414,0.1921751,0.43269527,23,False,False,False,False,Medium
