text,true_emotion,pred_emotion,true_sub_emotion,pred_sub_emotion,true_intensity,pred_intensity,emotion_confidence,sub_emotion_confidence,intensity_confidence,text_length,emotion_correct,sub_emotion_correct,intensity_correct,all_correct,confidence_level
Really love fashion. So I started my fashion blog. I have,neutral,happiness,neutral,neutral,moderate,mild,0.6504723,0.2716197,0.48952,57,False,True,False,False,Medium
"70,000 followers in Instagram right now. They keep on commenting on my photos at the Jenica",neutral,happiness,neutral,neutral,moderate,mild,0.48102763,0.3762418,0.42779183,91,False,True,False,False,Low
Please join Asia's Next Top Model for me. I'm gonna do everything to go all the way to the top,happiness,happiness,optimism,neutral,intense,mild,0.62273806,0.16874431,0.4143647,94,True,False,False,False,Low
"When I go to primary school, I get bullied",neutral,sadness,neutral,disapproval,moderate,moderate,0.28634918,0.17211188,0.48411113,42,False,False,True,False,Very Low
I want to prove my primary school who bullied me the ugly ducking now become a pretty pretty face,neutral,sadness,neutral,annoyance,intense,moderate,0.22991174,0.11247854,0.53869003,97,False,False,False,False,Very Low
Welcome ladies,neutral,happiness,neutral,neutral,neutral,neutral,0.38728756,0.5567077,0.55901116,14,False,True,True,False,High
I'm Cara G McElroy and I am your model mentor for this season of Asia's Next Top Model,happiness,happiness,pride,neutral,moderate,neutral,0.4533519,0.4851503,0.4824374,86,True,False,False,False,Medium
I've worked for many global ad campaigns and worked alongside,neutral,happiness,neutral,neutral,moderate,neutral,0.34372097,0.6236867,0.49424693,61,False,True,False,False,Medium
Supermodels like Cindy Crawford and Naomi Campbell,neutral,neutral,neutral,neutral,moderate,neutral,0.5095589,0.70744866,0.64292216,50,True,True,False,False,High
Wow Cara is so beautiful. She's tall and she's so poised,surprise,happiness,admiration,admiration,intense,mild,0.6330741,0.1613352,0.47324806,56,False,True,False,False,Low
Without first bringing out your amazing host,happiness,happiness,admiration,neutral,mild,mild,0.56026405,0.2476615,0.5140542,44,True,False,True,False,Medium
the gorgeous,neutral,happiness,neutral,admiration,moderate,mild,0.5878803,0.15160215,0.54359114,12,False,False,False,False,Low
your superstar,neutral,happiness,neutral,neutral,moderate,mild,0.6506941,0.16738187,0.4847604,14,False,True,False,False,Low
confidant the ever so graceful,neutral,happiness,neutral,neutral,moderate,mild,0.64730245,0.14554894,0.5481132,30,False,True,False,False,Medium
"It's Cindy she just walked across I was like, whoa",neutral,surprise,neutral,neutral,intense,mild,0.396146,0.46818054,0.48218578,50,False,True,False,False,Medium
"She is gorgeous. I'm like, yeah, she's from Thailand. She's happy. Hi",neutral,happiness,neutral,admiration,moderate,mild,0.7062055,0.13330838,0.51191294,69,False,False,False,False,Medium
So good to be back and I'm so excited to get to know each and every one of you beautiful ladies this season,neutral,happiness,neutral,admiration,intense,mild,0.6893216,0.13060158,0.53630906,107,False,False,False,False,Medium
It's all about celebrating,neutral,happiness,neutral,neutral,moderate,mild,0.568079,0.28113803,0.46887118,26,False,True,False,False,Medium
Individuality and bringing out the best of the uniqueness that we see in all of you. We're not just looking for a pretty face,neutral,happiness,neutral,neutral,moderate,mild,0.62303483,0.16945341,0.54399556,125,False,True,False,False,Medium
We are looking for a supermodel a rising star someone who can set herself apart from the rest and stand out from the crowd,neutral,happiness,neutral,neutral,moderate,mild,0.6627281,0.16680254,0.42703995,122,False,True,False,False,Low
"99% I want to be the Asian list of model, but 100% I want to win",neutral,happiness,neutral,neutral,intense,moderate,0.6266922,0.10684082,0.39697295,64,False,True,False,False,Very Low
14 beautiful women from all across Asia,neutral,happiness,neutral,neutral,neutral,mild,0.52563226,0.3531025,0.43780357,39,False,True,False,False,Medium
"So on that note ladies, welcome to Asia's next top model",happiness,happiness,excitement,neutral,moderate,mild,0.67986465,0.19641997,0.47434762,56,True,False,False,False,Medium
"So Pia walks out with six male models, which are like half naked",neutral,neutral,neutral,neutral,mild,neutral,0.43469533,0.7899238,0.657708,64,True,True,False,False,High
beautiful abs and I'm thinking,neutral,happiness,neutral,neutral,mild,mild,0.4726816,0.39758402,0.5350219,30,False,True,True,False,Medium
Damn,neutral,sadness,neutral,neutral,mild,moderate,0.43002287,0.12200249,0.41067746,4,False,True,False,False,Very Low
So ladies meet your first special guest of the competition,neutral,happiness,neutral,neutral,moderate,mild,0.52317065,0.37258798,0.40240538,58,False,True,False,False,Low
Can't believe that Pia Wurtzbach is actually here,neutral,surprise,neutral,confusion,moderate,mild,0.41621977,0.16415851,0.5012681,49,False,False,False,False,Very Low
They will be your co-stars for your first,neutral,happiness,neutral,neutral,neutral,mild,0.65868527,0.21420489,0.45289987,41,False,True,False,False,Medium
Gorilla lingerie catwalk challenge and that's happening right now,neutral,neutral,neutral,neutral,moderate,neutral,0.613617,0.7934001,0.77229416,65,True,True,False,False,Very High
That's right girls you will be dressed in sexy lingerie as we set up a gorilla catwalk on this very bridge,neutral,happiness,neutral,neutral,moderate,neutral,0.40612698,0.53105795,0.4974348,106,False,True,False,False,Medium
Usually I did better in runways and catwalk than Valerie,neutral,happiness,neutral,neutral,mild,mild,0.4030605,0.33373177,0.54925174,56,False,True,True,False,Low
So I'm confident in this challenge that I will win over her,neutral,happiness,neutral,neutral,moderate,mild,0.6216401,0.110984996,0.37884006,59,False,True,False,False,Very Low
Everyone looks really good in lingerie,neutral,happiness,neutral,admiration,mild,mild,0.7016777,0.14664182,0.4757491,38,False,False,True,False,Medium
So intimidating,neutral,happiness,neutral,neutral,moderate,mild,0.24179538,0.23467101,0.47084972,15,False,True,False,False,Very Low
"Hello girls, are you excited for your first challenge?",neutral,happiness,neutral,curiosity,mild,mild,0.68460983,0.47804683,0.6938446,54,False,False,True,False,High
When you walk out you have to choose one of the male models to be your co-star as you make your way down the runway,neutral,happiness,neutral,neutral,mild,neutral,0.3604569,0.54132205,0.46489346,115,False,True,False,False,Medium
"Then when you hit the end of the runway, you'll get another surprise",surprise,happiness,surprise,neutral,moderate,mild,0.43657014,0.38826737,0.39480388,68,False,False,False,False,Low
So make sure you put your best foot forward because this is the first time,neutral,happiness,neutral,neutral,moderate,moderate,0.4517607,0.25743505,0.34761205,74,False,True,True,False,Very Low
"All right, I am scared I've never actually been on the runway so it's very nerve-wracking for me",fear,fear,nervousness,annoyance,intense,moderate,0.3367903,0.08688309,0.56309426,96,True,False,False,False,Very Low
If you feel a confident from the inside that's when you show it from the outside and that's what I want to do,neutral,happiness,neutral,neutral,moderate,mild,0.553051,0.36588255,0.38694847,109,False,True,False,False,Medium
"Not bad, got a little bit of sass and attitude there our sweet Maureen",neutral,sadness,neutral,disapproval,mild,moderate,0.31814152,0.17716183,0.4242785,70,False,False,False,False,Very Low
Pleasantly surprised Valerie,surprise,happiness,surprise,admiration,mild,mild,0.6773175,0.13075782,0.53658473,28,False,False,True,False,Medium
Really want to make an impression that me and Valerie we're different in our own ways,neutral,happiness,neutral,neutral,moderate,mild,0.6156013,0.12122448,0.5471796,85,False,True,False,False,Low
This is her twin right Veronica,neutral,neutral,neutral,neutral,mild,neutral,0.67016673,0.8350783,0.81313986,31,True,True,False,False,Very High
I like her walk a lot,neutral,happiness,neutral,admiration,mild,mild,0.7025412,0.15536156,0.48930776,21,False,False,True,False,Medium
And her knees gorgeous,neutral,happiness,neutral,admiration,mild,mild,0.689735,0.16335256,0.50204796,22,False,False,True,False,Medium
"My plan was to be myself, be really laid-back and show who I am.",neutral,happiness,neutral,neutral,mild,mild,0.50992715,0.38311118,0.37952197,64,False,True,True,False,Low
"Oh shit, what should I do, what should I do?",neutral,surprise,neutral,confusion,intense,mild,0.39756265,0.31115913,0.60676146,44,False,False,False,False,Medium
I just feel like I need to update this.,neutral,happiness,neutral,neutral,mild,mild,0.34050038,0.5205082,0.38584846,39,False,True,True,False,Low
"When I look around all of the girls, the girl who has the best body is me.",neutral,happiness,neutral,neutral,moderate,mild,0.52457833,0.23280893,0.5427304,74,False,True,False,False,Low
It's a bit too literal again with the car.,neutral,sadness,neutral,neutral,mild,mild,0.24322502,0.19381846,0.4214723,42,False,True,True,False,Very Low
I'm gonna rock it out like Heidi Klum does on the runway.,neutral,happiness,neutral,neutral,moderate,neutral,0.49966773,0.36778858,0.37822875,57,False,True,False,False,Low
"All the girls got good walks this year, I'm excited to see that.",neutral,happiness,neutral,neutral,moderate,mild,0.6878445,0.104376234,0.46381694,64,False,True,False,False,Low
Sweet.,neutral,happiness,neutral,admiration,mild,mild,0.6360058,0.15509795,0.49757954,6,False,False,True,False,Low
You must be fierce to be fierce.,happiness,happiness,admiration,neutral,mild,neutral,0.43945053,0.41533405,0.37826547,32,True,False,False,False,Low
I love the action part.,neutral,happiness,neutral,admiration,mild,mild,0.6834398,0.14849626,0.5228404,23,False,False,True,False,Medium
"Oh my god, it's painful as hell.",neutral,sadness,neutral,annoyance,intense,moderate,0.40309614,0.106785834,0.49171716,32,False,False,False,False,Very Low
"Since I've done many runways, I feel like I have this down.",neutral,happiness,neutral,neutral,moderate,mild,0.4534468,0.37982532,0.524891,59,False,True,False,False,Medium
Oh shit.,neutral,surprise,neutral,neutral,moderate,mild,0.49559215,0.257868,0.4482226,8,False,True,False,False,Low
Well that was anywhere.,neutral,neutral,neutral,neutral,mild,neutral,0.6400288,0.8557266,0.8179314,23,True,True,False,False,Very High
I was literally not expecting that.,neutral,sadness,neutral,neutral,moderate,moderate,0.40646604,0.182983,0.327432,35,False,True,True,False,Very Low
"Not sure about her walk though, she's a bit clumpy.",neutral,surprise,neutral,neutral,mild,mild,0.25824115,0.21293463,0.5129259,51,False,True,True,False,Very Low
But I like the attitude.,neutral,happiness,neutral,admiration,mild,mild,0.70286214,0.1478873,0.55622935,24,False,False,True,False,Medium
"We have Clara. Oh my god, she's gorgeous.",neutral,happiness,neutral,admiration,moderate,mild,0.69509906,0.150107,0.51758957,41,False,False,False,False,Medium
I don't really like her walk.,neutral,sadness,neutral,disapproval,mild,moderate,0.35932693,0.15930405,0.40739852,29,False,False,False,False,Very Low
Beautiful face.,neutral,happiness,neutral,admiration,mild,mild,0.6210797,0.16711892,0.55428725,15,False,False,True,False,Medium
Beautiful face.,neutral,happiness,neutral,admiration,moderate,mild,0.6210797,0.16711892,0.55428725,15,False,False,False,False,Medium
"Oh, I like that little wink at the end.",neutral,happiness,neutral,admiration,mild,mild,0.5737494,0.16074008,0.58991325,39,False,False,True,False,Medium
I'm not sure about her walk.,neutral,surprise,neutral,confusion,mild,mild,0.54884416,0.24117105,0.61155474,28,False,False,True,False,Medium
She just looks like she's walking with her boyfriend down the catwalk.,neutral,surprise,neutral,neutral,mild,mild,0.27145123,0.47620574,0.50408614,70,False,True,True,False,Low
I don't have so much time to change the clothes.,neutral,neutral,neutral,neutral,mild,neutral,0.22166695,0.59213525,0.4738389,48,True,True,False,False,Low
I wear the high heels and run like crazy.,neutral,happiness,neutral,neutral,moderate,neutral,0.48190218,0.47913575,0.4393934,41,False,True,False,False,Medium
Because my heart has a little bit like sick.,neutral,sadness,neutral,annoyance,mild,moderate,0.3687327,0.11816922,0.5280943,44,False,False,False,False,Very Low
I cannot breathe when I run.,neutral,fear,neutral,neutral,moderate,moderate,0.25171828,0.21057323,0.47092336,28,False,True,True,False,Very Low
Oh my god.,neutral,surprise,neutral,admiration,mild,mild,0.47376627,0.104371585,0.6103772,10,False,False,True,False,Low
I cannot see anything. I don't get enough oxygen.,neutral,sadness,neutral,neutral,intense,moderate,0.31662193,0.21823396,0.4173353,49,False,True,False,False,Very Low
It's my time to find my second world.,neutral,happiness,neutral,neutral,moderate,neutral,0.43038115,0.47908288,0.40190256,37,False,True,False,False,Medium
"If I don't finish this challenge, I will have to go home.",neutral,fear,neutral,neutral,moderate,moderate,0.3118037,0.14423563,0.5333766,57,False,True,True,False,Very Low
I need to do my challenge.,neutral,neutral,neutral,neutral,moderate,neutral,0.4049348,0.5673476,0.60241795,26,True,True,False,False,High
I just try my best.,neutral,happiness,neutral,neutral,moderate,neutral,0.47008106,0.3473439,0.4379585,19,False,True,False,False,Low
"Oh, damn girl.",neutral,sadness,neutral,disapproval,moderate,moderate,0.36675936,0.14139517,0.43015635,14,False,False,True,False,Very Low
She's burning up that catwalk.,neutral,happiness,neutral,neutral,moderate,moderate,0.32563496,0.113985464,0.43697304,30,False,True,True,False,Very Low
She's got a lot of attitude.,neutral,happiness,neutral,admiration,mild,mild,0.66812295,0.17432298,0.571174,28,False,False,True,False,Medium
No way.,neutral,disgust,neutral,neutral,mild,neutral,0.27439532,0.45369312,0.41876975,7,False,True,False,False,Low
This is a challenge.,neutral,fear,neutral,neutral,neutral,moderate,0.26378328,0.24894615,0.45222726,20,False,True,False,False,Very Low
This competition means a lot to me,neutral,happiness,neutral,admiration,moderate,mild,0.65971756,0.124929406,0.43935323,34,False,False,False,False,Low
because I wanted to do something to get out of my comfort zone,neutral,happiness,neutral,neutral,moderate,moderate,0.43172967,0.14781544,0.42756248,62,False,True,True,False,Very Low
and prove myself and everyone that I can do it.,neutral,happiness,neutral,neutral,moderate,mild,0.6033141,0.17625508,0.38410455,47,False,True,False,False,Low
"Usually, Veronika always do the runway better than me.",neutral,happiness,neutral,neutral,neutral,mild,0.6298243,0.19523916,0.55774736,54,False,True,False,False,Medium
"But this time, I will prove to Veronika that I can do better.",neutral,happiness,neutral,neutral,moderate,mild,0.6318232,0.14859444,0.43273786,61,False,True,False,False,Low
"Three years ago, I already tried to be here and I never give up.",neutral,happiness,neutral,neutral,intense,mild,0.35947388,0.35449907,0.44552252,64,False,True,False,False,Low
"So, this is just a dream come true.",neutral,happiness,neutral,approval,intense,mild,0.7035317,0.109620534,0.5163591,35,False,False,False,False,Medium
"To win this, I'm just going to focus on myself.",neutral,happiness,neutral,neutral,moderate,neutral,0.46350506,0.24825756,0.40927085,47,False,True,False,False,Very Low
I'm going to give my best.,neutral,happiness,neutral,neutral,intense,mild,0.5709062,0.16370499,0.34618095,26,False,True,False,False,Very Low
My strategy for this competition is to be consistent in what I want,neutral,happiness,neutral,neutral,moderate,mild,0.5113834,0.34980202,0.3736791,67,False,True,False,False,Low
I'm not just an ordinary girl.,neutral,neutral,neutral,neutral,moderate,neutral,0.36175078,0.6980055,0.58877057,30,True,True,False,False,High
I think I have the potential and the body to be a great top model.,happiness,happiness,pride,admiration,moderate,mild,0.6900592,0.12361757,0.43677983,66,True,False,False,False,Low
"Making it to this competition, it's a huge deal.",neutral,happiness,neutral,neutral,intense,mild,0.64475745,0.101186804,0.4446313,48,False,True,False,False,Low
I wish to make it to the finish line and emerge first.,neutral,happiness,neutral,neutral,intense,mild,0.58063674,0.16309035,0.3732123,54,False,True,False,False,Very Low
I think I deserve to be in Asia's Next Top Model,happiness,happiness,pride,neutral,moderate,mild,0.6731199,0.10488768,0.43143514,48,True,False,False,False,Low
because I'm a very hardworking girl.,neutral,happiness,neutral,admiration,moderate,mild,0.6509734,0.13782428,0.50681436,36,False,False,False,False,Low
I'm just going to put everything I have and nail it.,neutral,happiness,neutral,neutral,intense,neutral,0.42354622,0.3048636,0.41714147,52,False,True,False,False,Low
and prove to myself that I can make it in the modeling industry.,neutral,happiness,neutral,neutral,intense,mild,0.62172073,0.14223188,0.40619454,64,False,True,False,False,Low
Great job!,neutral,happiness,neutral,admiration,mild,mild,0.6750579,0.14651012,0.49034175,10,False,False,True,False,Medium
I see the judges at the end of the runway.,neutral,neutral,neutral,neutral,moderate,neutral,0.6571767,0.8630307,0.82790095,42,True,True,False,False,Very High
I don't know what's going on in their head.,neutral,surprise,neutral,curiosity,moderate,mild,0.5271659,0.44995904,0.7464826,43,False,False,False,False,High
I feel like I own it and I have a chance to win the challenge.,neutral,happiness,neutral,approval,moderate,mild,0.662676,0.09916864,0.42601797,62,False,False,False,False,Low
People talk about my heart is sick.,neutral,sadness,neutral,annoyance,moderate,moderate,0.3962401,0.13353196,0.52941996,35,False,False,True,False,Very Low
I come here to win this competition.,neutral,happiness,neutral,neutral,intense,mild,0.5438841,0.21314755,0.33768284,36,False,True,False,False,Very Low
I think we got a good group of girls this year.,neutral,happiness,neutral,admiration,mild,mild,0.67648065,0.13033547,0.51714844,47,False,False,True,False,Medium
Yes! Yes!,neutral,happiness,neutral,neutral,intense,neutral,0.39359838,0.48235777,0.49129426,9,False,True,False,False,Medium
"I see the pool and I'm like, I am in Bali.",neutral,neutral,neutral,neutral,intense,neutral,0.4532077,0.7353328,0.63313925,42,True,True,False,False,High
"It's so surreal being in this competition, staying in a house like this.",neutral,happiness,neutral,admiration,moderate,mild,0.5574557,0.15183854,0.47789997,72,False,False,False,False,Low
"Goodies! Oh my God, yes. Freestyle.",neutral,happiness,neutral,admiration,intense,mild,0.4868567,0.1507617,0.58779037,35,False,False,False,False,Low
We have all strong personalities.,neutral,happiness,neutral,neutral,neutral,mild,0.5510682,0.30672285,0.521828,33,False,True,False,False,Medium
"So guys, this is the rowdy Malaysian.",neutral,neutral,neutral,neutral,mild,neutral,0.6272874,0.81491137,0.7607688,37,True,True,False,False,Very High
I'm the nice one.,neutral,happiness,neutral,neutral,mild,mild,0.5389545,0.32907262,0.43729806,17,False,True,True,False,Medium
It's good because we can talk to each other but it's bad at the same time,neutral,happiness,neutral,neutral,moderate,mild,0.37193036,0.3072644,0.49056944,73,False,True,False,False,Low
I knew it!,neutral,surprise,neutral,neutral,moderate,mild,0.34540474,0.46700555,0.45411685,10,False,True,False,False,Low
"If I talk to Veronica and then maybe after five minutes I talk to Valeria,",neutral,neutral,neutral,neutral,mild,neutral,0.41136953,0.7638645,0.66517115,74,True,True,False,False,High
I cannot tell the difference.,neutral,surprise,neutral,neutral,mild,neutral,0.4385094,0.3988746,0.43510488,29,False,True,False,False,Low
It's just so awkward.,neutral,sadness,neutral,annoyance,moderate,moderate,0.46541297,0.12754208,0.49445832,21,False,False,True,False,Very Low
"I mean, sorry, first day.",neutral,sadness,neutral,neutral,mild,moderate,0.44983616,0.1195699,0.4150514,25,False,True,False,False,Very Low
"Living with the other six girls, I don't know what to feel.",neutral,surprise,neutral,neutral,moderate,mild,0.3973408,0.47031364,0.5234756,59,False,True,False,False,Medium
I just hope that there's less drama.,neutral,happiness,neutral,neutral,neutral,moderate,0.2932151,0.26199573,0.4303644,36,False,True,False,False,Very Low
"I just hope for the best, I think.",neutral,happiness,neutral,neutral,neutral,mild,0.64650065,0.1317149,0.49089545,34,False,True,False,False,Low
Welcome to your new model house.,neutral,happiness,neutral,neutral,neutral,mild,0.5955669,0.35828567,0.48258618,32,False,True,False,False,Medium
"In order to keep you on your toes throughout this competition,",neutral,happiness,neutral,neutral,mild,mild,0.5031016,0.18965404,0.33907738,62,False,True,True,False,Very Low
each of you will earn a score after every challenge and photo shoot.,neutral,happiness,neutral,neutral,neutral,mild,0.5385558,0.28219298,0.3569797,68,False,True,False,False,Low
"As you've all successfully completed your first challenge,",neutral,happiness,neutral,neutral,mild,mild,0.5092974,0.41376933,0.39954337,58,False,True,True,False,Medium
"Good luck, girls.",neutral,happiness,neutral,approval,neutral,mild,0.67530406,0.12319755,0.48257655,17,False,False,False,False,Low
"Good luck, girls.",neutral,happiness,neutral,approval,mild,mild,0.67530406,0.12319755,0.48257655,17,False,False,True,False,Low
Yes!,neutral,happiness,neutral,neutral,intense,neutral,0.4074424,0.528041,0.54865736,4,False,True,False,False,High
Yes!,neutral,happiness,neutral,neutral,mild,neutral,0.4074424,0.528041,0.54865736,4,False,True,False,False,High
Yes!,neutral,happiness,neutral,neutral,moderate,neutral,0.4074424,0.528041,0.54865736,4,False,True,False,False,High
It's me!,neutral,neutral,neutral,neutral,intense,neutral,0.48143688,0.68578386,0.6570531,8,True,True,False,False,High
I'm so happy.,neutral,happiness,neutral,admiration,intense,mild,0.63544565,0.11800735,0.46476215,13,False,False,False,False,Low
Good!,neutral,happiness,neutral,approval,mild,mild,0.6816925,0.12813762,0.5174582,5,False,False,True,False,Medium
And I got second!,neutral,happiness,neutral,neutral,moderate,mild,0.57142484,0.31516072,0.45397002,17,False,True,False,False,Medium
What? Second?,neutral,surprise,neutral,curiosity,moderate,mild,0.5606833,0.33380958,0.72652304,13,False,False,False,False,High
"Valerie, what are you doing to me, man?",neutral,surprise,neutral,confusion,moderate,mild,0.28935406,0.36670697,0.55796593,39,False,False,False,False,Low
You're taking my place.,neutral,neutral,neutral,neutral,moderate,neutral,0.60678434,0.8467551,0.80236906,23,True,True,False,False,Very High
It's supposed to be me.,neutral,neutral,neutral,neutral,moderate,neutral,0.6403091,0.8461982,0.8007585,23,True,True,False,False,Very High
"Oh, my God!",neutral,surprise,neutral,admiration,intense,mild,0.44110975,0.113166206,0.5627412,11,False,False,False,False,Very Low
I'm in top five.,neutral,happiness,neutral,neutral,intense,neutral,0.45830297,0.42725334,0.44266748,16,False,True,False,False,Medium
"And I'm pretty happy that all the Filipino girls are, you know, in the top five.",neutral,happiness,neutral,admiration,moderate,mild,0.67386055,0.1293939,0.52371246,80,False,False,False,False,Medium
"So, watch out for the Philippines!",neutral,neutral,neutral,neutral,moderate,neutral,0.3795041,0.58207357,0.5633707,34,True,True,False,False,High
Whose name is on there?,neutral,happiness,neutral,curiosity,mild,mild,0.4742705,0.759202,0.8250489,23,False,False,True,False,High
Mine?,neutral,surprise,neutral,curiosity,mild,mild,0.44553155,0.6743395,0.8272422,5,False,False,True,False,High
"Namita, you're not in.",neutral,disgust,neutral,neutral,moderate,neutral,0.26904973,0.47801012,0.40959588,22,False,True,False,False,Low
"Oh, my God.",neutral,surprise,neutral,neutral,mild,mild,0.5098344,0.10253736,0.539472,11,False,True,True,False,Low
"F**k me, man.",neutral,anger,neutral,annoyance,intense,moderate,0.28805602,0.16380289,0.49177036,13,False,False,False,False,Very Low
I didn't perform as how I wanted to or like how I would have.,neutral,sadness,neutral,neutral,moderate,moderate,0.36307764,0.17401072,0.4107878,61,False,True,True,False,Very Low
"Okay, bye, girls.",neutral,neutral,neutral,neutral,mild,neutral,0.644238,0.8453438,0.8022115,17,True,True,False,False,Very High
"Don't say that, no.",neutral,disgust,neutral,neutral,neutral,neutral,0.2224839,0.6928485,0.59076387,19,False,True,True,False,High
Cindy Miao! Cindy Miao!,neutral,happiness,neutral,neutral,moderate,mild,0.5216827,0.2396399,0.40395275,23,False,True,False,False,Low
Check your old self and step up with confidence.,neutral,happiness,neutral,neutral,moderate,mild,0.5126927,0.21618135,0.3294323,48,False,True,False,False,Very Low
Because you just might run into the new you.,neutral,fear,neutral,neutral,moderate,moderate,0.2718636,0.3294938,0.3642118,44,False,True,True,False,Very Low
"Love, Cindy Miao.",neutral,neutral,neutral,neutral,mild,neutral,0.44451916,0.6640643,0.6344437,17,True,True,False,False,High
Is that makeover?,neutral,happiness,neutral,curiosity,mild,mild,0.4839739,0.7375183,0.8219636,17,False,False,True,False,High
Who is that?,neutral,surprise,neutral,curiosity,mild,mild,0.42554954,0.693388,0.8249971,12,False,False,True,False,High
It's either a makeover or a snake.,neutral,disgust,neutral,neutral,mild,mild,0.22979209,0.4539415,0.4548884,34,False,True,True,False,Low
It's something to do with a snake.,neutral,surprise,neutral,neutral,mild,mild,0.29254478,0.32148334,0.5017057,34,False,True,True,False,Very Low
"We're all speculating, like, what could it be?",neutral,surprise,neutral,curiosity,moderate,mild,0.43759704,0.64382124,0.80279094,46,False,False,False,False,High
But as a theme is expect the unexpected.,surprise,neutral,curiosity,neutral,mild,neutral,0.45106265,0.79078054,0.6401241,40,False,False,False,False,High
"I have no idea, but I'm excited to find out.",neutral,happiness,neutral,neutral,moderate,mild,0.4336949,0.1730276,0.59477174,44,False,True,False,False,Low
"Welcome, ladies, to your first photo challenge.",neutral,happiness,neutral,neutral,moderate,mild,0.61838454,0.29391354,0.43304437,47,False,True,False,False,Medium
It's all about high fashion and high energy.,neutral,happiness,neutral,neutral,moderate,mild,0.65330625,0.24842295,0.5242011,44,False,True,False,False,Medium
"Yesterday, the challenge was a long marathon run,",neutral,happiness,neutral,neutral,neutral,neutral,0.3766624,0.52921534,0.538054,49,False,True,True,False,Medium
"Okay, let's do this.",neutral,neutral,neutral,neutral,moderate,neutral,0.55531687,0.7206706,0.7596019,20,True,True,False,False,High
"Congratulations, ladies,",neutral,happiness,neutral,admiration,moderate,mild,0.6277521,0.13565192,0.46786046,24,False,False,False,False,Low
on making it to your first photo challenge.,neutral,neutral,neutral,neutral,moderate,neutral,0.38745353,0.5548079,0.58212155,43,True,True,False,False,High
Success on this competition,neutral,happiness,neutral,neutral,moderate,mild,0.64702404,0.16266036,0.4329666,27,False,True,False,False,Low
almost guarantees you success in the industry.,neutral,happiness,neutral,neutral,moderate,mild,0.6492801,0.12060071,0.4031386,46,False,True,False,False,Low
So we want you excited.,neutral,happiness,neutral,neutral,moderate,mild,0.6666682,0.119595714,0.42954972,23,False,True,False,False,Low
We want you motivated.,neutral,happiness,neutral,neutral,mild,mild,0.6373998,0.15905641,0.40857783,22,False,True,True,False,Low
"Are you ready, girls?",neutral,happiness,neutral,curiosity,mild,mild,0.59648323,0.6679975,0.75521296,21,False,False,True,False,High
